id_venda,data_venda,id_produto,id_cliente,canal_venda,quantidade,preco_unitario,custo_unitario,regiao,receita_liquida,custo_total,margem_bruta_total,mes_nome,ano_mes,id_prod_ref,nome_produto,categoria_produto,marca_produto,faixa_etaria,genero_cliente,estado_cliente,meta_receita,meta_margem
429,2024-08-20,19,29,Marketplace,3,2617.65,392.1,Sudeste,7852.950000000001,1176.3000000000002,6676.650000000001,Aug,2024-08-01,19,Produto_19,Notebook,NovaTech,46-60,F,PR,,
430,2024-03-16,16,13,Site,2,926.94,2721.33,Sul,1853.88,5442.66,-3588.7799999999997,Mar,2024-03-01,16,Produto_16,Smartphone,NovaTech,36-45,F,SP,541782.03,12.319602036265396
431,2024-09-21,8,18,Marketplace,3,1115.91,3359.56,Nordeste,3347.7300000000005,10078.68,-6730.95,Sep,2024-09-01,8,Produto_8,Notebook,TechOne,26-35,F,PR,,
432,2024-10-10,1,2,Site,3,4633.42,1843.89,Norte,13900.26,5531.67,8368.59,Oct,2024-10-01,1,Produto_1,Acessório,NovaTech,26-35,M,MG,,
433,2024-07-24,16,29,Site,4,581.13,2774.05,Nordeste,2324.52,11096.2,-8771.68,Jul,2024-07-01,16,Produto_16,Smartphone,NovaTech,46-60,F,PR,536793.41,22.771958023851298
434,2024-08-10,9,21,Site,1,344.35,1048.24,Centro-Oeste,344.35,1048.24,-703.89,Aug,2024-08-01,9,Produto_9,Acessório,NovaTech,46-60,F,MG,,
435,2024-02-21,13,15,Site,3,5743.87,1880.41,Nordeste,17231.61,5641.2300000000005,11590.380000000001,Feb,2024-02-01,13,Produto_13,Smartphone,SmartHub,18-25,F,RJ,,
436,2024-12-04,11,27,App,5,2957.01,3756.95,Norte,14785.050000000001,18784.75,-3999.699999999999,Dec,2024-12-01,11,Produto_11,Acessório,TechOne,18-25,M,MG,,
437,2024-05-23,13,50,Site,5,1090.47,1866.66,Sul,5452.35,9333.300000000001,-3880.9500000000007,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,46-60,M,SP,,
438,2024-03-09,10,31,Marketplace,4,2103.54,5406.48,Sul,8414.16,21625.92,-13211.759999999998,Mar,2024-03-01,10,Produto_10,Acessório,TechOne,36-45,F,MG,541782.03,12.319602036265396
439,2024-04-08,4,15,Site,1,5172.48,3800.17,Nordeste,5172.48,3800.17,1372.3099999999995,Apr,2024-04-01,4,Produto_4,Acessório,TechOne,18-25,F,RJ,,
440,2024-01-25,6,23,Site,1,2276.74,2676.8,Sudeste,2276.74,2676.8,-400.0600000000004,Jan,2024-01-01,6,Produto_6,Smartphone,DataX,26-35,F,PE,230049.16,71.02088962202687
441,2024-02-22,7,24,Site,5,4006.72,309.44,Nordeste,20033.6,1547.2,18486.399999999998,Feb,2024-02-01,7,Produto_7,Acessório,DataX,26-35,M,MG,,
442,2024-05-30,5,44,Site,2,1061.39,3037.33,Centro-Oeste,2122.78,6074.66,-3951.8799999999997,May,2024-05-01,5,Produto_5,Smartphone,NovaTech,46-60,M,RJ,,
443,2024-05-23,11,13,Site,4,4745.94,4607.48,Sul,18983.76,18429.92,553.8400000000001,May,2024-05-01,11,Produto_11,Acessório,TechOne,36-45,F,SP,,
444,2024-02-26,13,22,App,4,2597.01,1652.1,Sul,10388.04,6608.4,3779.6400000000012,Feb,2024-02-01,13,Produto_13,Smartphone,SmartHub,26-35,M,RS,,
445,2024-02-08,19,43,App,5,5053.05,4856.1,Sul,25265.25,24280.5,984.75,Feb,2024-02-01,19,Produto_19,Notebook,NovaTech,46-60,F,RJ,,
446,2024-04-18,10,37,App,5,6486.32,1570.7,Sudeste,32431.6,7853.5,24578.1,Apr,2024-04-01,10,Produto_10,Acessório,TechOne,36-45,M,PE,,
447,2024-06-29,10,33,App,2,4932.01,4956.58,Sudeste,9864.02,9913.16,-49.13999999999942,Jun,2024-06-01,10,Produto_10,Acessório,TechOne,36-45,F,BA,242511.4,53.36185845283974
448,2024-02-11,11,3,App,2,2436.41,584.79,Norte,4872.82,1169.58,3703.24,Feb,2024-02-01,11,Produto_11,Acessório,TechOne,36-45,M,MG,,
449,2024-07-04,7,19,Site,1,2120.38,5207.81,Nordeste,2120.38,5207.81,-3087.4300000000003,Jul,2024-07-01,7,Produto_7,Acessório,DataX,46-60,M,PE,536793.41,22.771958023851298
450,2024-08-10,18,23,App,4,2686.63,3035.18,Nordeste,10746.52,12140.72,-1394.199999999999,Aug,2024-08-01,18,Produto_18,Notebook,NovaTech,26-35,F,PE,,
451,2024-05-01,4,29,Marketplace,4,1400.5,1835.5,Centro-Oeste,5602.0,7342.0,-1740.0,May,2024-05-01,4,Produto_4,Acessório,TechOne,46-60,F,PR,,
452,2024-05-12,2,30,App,5,1531.26,1649.47,Sul,7656.3,8247.35,-591.0500000000002,May,2024-05-01,2,Produto_2,Smartphone,NovaTech,46-60,M,PE,,
453,2024-06-11,14,39,App,1,6346.46,2637.5,Sudeste,6346.46,2637.5,3708.96,Jun,2024-06-01,14,Produto_14,Acessório,SmartHub,26-35,M,MG,242511.4,53.36185845283974
454,2024-08-02,13,44,Site,4,3139.39,5994.37,Centro-Oeste,12557.56,23977.48,-11419.92,Aug,2024-08-01,13,Produto_13,Smartphone,SmartHub,46-60,M,RJ,,
455,2024-08-08,12,47,Marketplace,1,3544.36,1384.34,Centro-Oeste,3544.36,1384.34,2160.0200000000004,Aug,2024-08-01,12,Produto_12,Acessório,SmartHub,26-35,F,MG,,
456,2024-08-22,7,25,Marketplace,1,4792.99,691.04,Sudeste,4792.99,691.04,4101.95,Aug,2024-08-01,7,Produto_7,Acessório,DataX,18-25,F,MG,,
457,2024-11-26,2,37,App,5,4758.26,3543.41,Nordeste,23791.300000000003,17717.05,6074.250000000004,Nov,2024-11-01,2,Produto_2,Smartphone,NovaTech,36-45,M,PE,390819.29,42.07243455152892
458,2024-05-25,13,47,Marketplace,1,632.28,2972.17,Sul,632.28,2972.17,-2339.8900000000003,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,26-35,F,MG,,
459,2024-08-26,14,8,Site,2,6669.17,3183.24,Nordeste,13338.34,6366.48,6971.860000000001,Aug,2024-08-01,14,Produto_14,Acessório,SmartHub,46-60,F,PR,,
460,2024-03-16,17,42,Site,2,1500.88,4028.26,Centro-Oeste,3001.76,8056.52,-5054.76,Mar,2024-03-01,17,Produto_17,Notebook,NovaTech,26-35,M,PR,541782.03,12.319602036265396
461,2024-01-09,9,16,Marketplace,3,5812.27,1661.49,Sul,17436.81,4984.47,12452.34,Jan,2024-01-01,9,Produto_9,Acessório,NovaTech,18-25,F,SP,230049.16,71.02088962202687
462,2024-03-14,17,8,Marketplace,5,6204.1,5471.14,Norte,31020.5,27355.7,3664.7999999999993,Mar,2024-03-01,17,Produto_17,Notebook,NovaTech,46-60,F,PR,541782.03,12.319602036265396
463,2024-09-09,8,1,Site,3,5747.71,2659.18,Centro-Oeste,17243.13,7977.539999999999,9265.590000000002,Sep,2024-09-01,8,Produto_8,Notebook,TechOne,26-35,F,SP,,
464,2024-08-17,2,44,Site,2,4673.92,844.19,Nordeste,9347.84,1688.38,7659.46,Aug,2024-08-01,2,Produto_2,Smartphone,NovaTech,46-60,M,RJ,,
465,2024-01-07,13,5,Site,3,215.41,4474.41,Nordeste,646.23,13423.23,-12777.0,Jan,2024-01-01,13,Produto_13,Smartphone,SmartHub,36-45,F,MG,230049.16,71.02088962202687
466,2024-06-22,3,3,Site,5,2946.97,3887.18,Nordeste,14734.849999999999,19435.899999999998,-4701.049999999999,Jun,2024-06-01,3,Produto_3,Acessório,TechOne,36-45,M,MG,242511.4,53.36185845283974
467,2024-05-20,16,1,Marketplace,5,4878.23,1949.2,Sudeste,24391.149999999998,9746.0,14645.149999999998,May,2024-05-01,16,Produto_16,Smartphone,NovaTech,26-35,F,SP,,
468,2024-06-16,6,4,App,1,3160.87,3759.39,Centro-Oeste,3160.87,3759.39,-598.52,Jun,2024-06-01,6,Produto_6,Smartphone,DataX,26-35,F,SP,242511.4,53.36185845283974
469,2024-06-18,19,40,Site,4,6921.49,1381.58,Sul,27685.96,5526.32,22159.64,Jun,2024-06-01,19,Produto_19,Notebook,NovaTech,18-25,M,SP,242511.4,53.36185845283974
470,2024-10-09,7,35,Site,1,2539.54,2713.45,Nordeste,2539.54,2713.45,-173.90999999999985,Oct,2024-10-01,7,Produto_7,Acessório,DataX,18-25,M,PR,,
471,2024-05-01,10,32,Site,5,2418.92,5404.52,Nordeste,12094.6,27022.600000000002,-14928.000000000002,May,2024-05-01,10,Produto_10,Acessório,TechOne,46-60,F,SP,,
472,2024-07-12,9,42,Site,2,2201.38,870.52,Sudeste,4402.76,1741.04,2661.7200000000003,Jul,2024-07-01,9,Produto_9,Acessório,NovaTech,26-35,M,PR,536793.41,22.771958023851298
473,2024-01-05,2,34,App,2,2728.97,2369.24,Sul,5457.94,4738.48,719.46,Jan,2024-01-01,2,Produto_2,Smartphone,NovaTech,46-60,M,RJ,230049.16,71.02088962202687
474,2024-01-29,15,43,Marketplace,1,4503.5,4941.16,Centro-Oeste,4503.5,4941.16,-437.65999999999985,Jan,2024-01-01,15,Produto_15,Notebook,DataX,46-60,F,RJ,230049.16,71.02088962202687
475,2024-06-13,5,25,Marketplace,5,5685.42,5819.39,Norte,28427.1,29096.95,-669.8500000000022,Jun,2024-06-01,5,Produto_5,Smartphone,NovaTech,18-25,F,MG,242511.4,53.36185845283974
476,2024-12-04,4,10,Site,2,5334.29,2767.24,Sudeste,10668.58,5534.48,5134.1,Dec,2024-12-01,4,Produto_4,Acessório,TechOne,18-25,F,SP,,
477,2024-05-15,20,21,Marketplace,5,6480.97,3081.44,Centro-Oeste,32404.850000000002,15407.2,16997.65,May,2024-05-01,20,Produto_20,Notebook,SmartHub,46-60,F,MG,,
478,2024-12-30,4,46,Marketplace,2,7098.72,3467.26,Norte,14197.44,6934.52,7262.92,Dec,2024-12-01,4,Produto_4,Acessório,TechOne,26-35,F,BA,,
479,2024-11-16,18,39,Marketplace,5,6547.02,5599.5,Nordeste,32735.100000000002,27997.5,4737.600000000002,Nov,2024-11-01,18,Produto_18,Notebook,NovaTech,26-35,M,MG,390819.29,42.07243455152892
480,2024-12-07,4,27,App,3,249.67,5160.58,Nordeste,749.01,15481.74,-14732.73,Dec,2024-12-01,4,Produto_4,Acessório,TechOne,18-25,M,MG,,
481,2024-05-24,17,27,Site,5,5913.75,1089.96,Sul,29568.75,5449.8,24118.95,May,2024-05-01,17,Produto_17,Notebook,NovaTech,18-25,M,MG,,
482,2024-11-22,12,2,Site,5,1746.36,2665.61,Norte,8731.8,13328.050000000001,-4596.250000000002,Nov,2024-11-01,12,Produto_12,Acessório,SmartHub,26-35,M,MG,390819.29,42.07243455152892
483,2024-08-04,17,41,Site,1,1150.13,2826.88,Nordeste,1150.13,2826.88,-1676.75,Aug,2024-08-01,17,Produto_17,Notebook,NovaTech,46-60,M,PR,,
484,2024-10-27,10,48,Site,3,5144.06,4751.45,Nordeste,15432.18,14254.349999999999,1177.8300000000017,Oct,2024-10-01,10,Produto_10,Acessório,TechOne,26-35,M,PR,,
485,2024-05-11,1,13,Site,4,2625.97,3649.13,Sul,10503.88,14596.52,-4092.6400000000012,May,2024-05-01,1,Produto_1,Acessório,NovaTech,36-45,F,SP,,
486,2024-10-18,18,9,App,1,551.23,3952.99,Centro-Oeste,551.23,3952.99,-3401.7599999999998,Oct,2024-10-01,18,Produto_18,Notebook,NovaTech,46-60,F,RJ,,
487,2024-03-10,18,36,Marketplace,4,1187.27,5989.34,Nordeste,4749.08,23957.36,-19208.28,Mar,2024-03-01,18,Produto_18,Notebook,NovaTech,46-60,M,PR,541782.03,12.319602036265396
488,2024-09-08,14,22,App,2,107.34,523.76,Sudeste,214.68,1047.52,-832.8399999999999,Sep,2024-09-01,14,Produto_14,Acessório,SmartHub,26-35,M,RS,,
489,2024-10-01,15,42,Site,4,7235.47,1400.22,Sudeste,28941.88,5600.88,23341.0,Oct,2024-10-01,15,Produto_15,Notebook,DataX,26-35,M,PR,,
490,2024-12-29,12,26,Marketplace,5,294.48,2494.74,Centro-Oeste,1472.4,12473.699999999999,-11001.3,Dec,2024-12-01,12,Produto_12,Acessório,SmartHub,26-35,M,SP,,
491,2024-06-30,4,12,Marketplace,4,1754.7,2138.87,Norte,7018.8,8555.48,-1536.6799999999994,Jun,2024-06-01,4,Produto_4,Acessório,TechOne,18-25,M,PR,242511.4,53.36185845283974
492,2024-06-15,3,17,Marketplace,1,3388.48,208.14,Sul,3388.48,208.14,3180.34,Jun,2024-06-01,3,Produto_3,Acessório,TechOne,36-45,M,PR,242511.4,53.36185845283974
493,2024-03-31,20,14,Marketplace,1,2916.91,623.32,Sudeste,2916.91,623.32,2293.5899999999997,Mar,2024-03-01,20,Produto_20,Notebook,SmartHub,36-45,M,RS,541782.03,12.319602036265396
494,2024-07-20,12,14,App,4,7302.63,4111.24,Sudeste,29210.52,16444.96,12765.560000000001,Jul,2024-07-01,12,Produto_12,Acessório,SmartHub,36-45,M,RS,536793.41,22.771958023851298
495,2024-12-11,7,34,Marketplace,1,418.28,5285.6,Centro-Oeste,418.28,5285.6,-4867.320000000001,Dec,2024-12-01,7,Produto_7,Acessório,DataX,46-60,M,RJ,,
496,2024-01-19,11,20,Site,1,4146.5,3124.22,Norte,4146.5,3124.22,1022.2800000000002,Jan,2024-01-01,11,Produto_11,Acessório,TechOne,18-25,F,BA,230049.16,71.02088962202687
497,2024-02-08,1,11,Site,4,5475.79,3272.01,Norte,21903.16,13088.04,8815.119999999999,Feb,2024-02-01,1,Produto_1,Acessório,NovaTech,36-45,F,RS,,
498,2024-05-05,6,16,Site,3,7460.41,1590.15,Centro-Oeste,22381.23,4770.450000000001,17610.78,May,2024-05-01,6,Produto_6,Smartphone,DataX,18-25,F,SP,,
499,2024-06-21,15,31,Site,3,5000.93,4625.83,Sudeste,15002.79,13877.49,1125.300000000001,Jun,2024-06-01,15,Produto_15,Notebook,DataX,36-45,F,MG,242511.4,53.36185845283974
500,2024-05-20,15,6,Site,2,6449.67,4530.62,Sul,12899.34,9061.24,3838.1000000000004,May,2024-05-01,15,Produto_15,Notebook,DataX,46-60,F,BA,,
501,2024-08-29,19,19,App,1,761.43,3563.12,Sudeste,761.43,3563.12,-2801.69,Aug,2024-08-01,19,Produto_19,Notebook,NovaTech,46-60,M,PE,,
502,2024-08-07,11,37,Marketplace,4,3148.92,1338.97,Norte,12595.68,5355.88,7239.8,Aug,2024-08-01,11,Produto_11,Acessório,TechOne,36-45,M,PE,,
503,2024-05-05,2,4,App,1,3054.18,654.35,Sudeste,3054.18,654.35,2399.83,May,2024-05-01,2,Produto_2,Smartphone,NovaTech,26-35,F,SP,,
504,2024-02-27,14,47,Site,5,7101.68,460.29,Sul,35508.4,2301.4500000000003,33206.950000000004,Feb,2024-02-01,14,Produto_14,Acessório,SmartHub,26-35,F,MG,,
505,2024-05-27,2,4,Marketplace,1,1295.83,3588.76,Nordeste,1295.83,3588.76,-2292.9300000000003,May,2024-05-01,2,Produto_2,Smartphone,NovaTech,26-35,F,SP,,
506,2024-11-12,4,20,App,1,1299.9,4964.21,Sudeste,1299.9,4964.21,-3664.31,Nov,2024-11-01,4,Produto_4,Acessório,TechOne,18-25,F,BA,390819.29,42.07243455152892
507,2024-12-26,17,10,Site,3,2695.61,5161.32,Centro-Oeste,8086.83,15483.96,-7397.129999999999,Dec,2024-12-01,17,Produto_17,Notebook,NovaTech,18-25,F,SP,,
508,2024-01-01,3,24,App,4,530.28,2824.64,Nordeste,2121.12,11298.56,-9177.439999999999,Jan,2024-01-01,3,Produto_3,Acessório,TechOne,26-35,M,MG,230049.16,71.02088962202687
509,2024-12-13,13,35,Site,1,1541.42,4722.89,Centro-Oeste,1541.42,4722.89,-3181.4700000000003,Dec,2024-12-01,13,Produto_13,Smartphone,SmartHub,18-25,M,PR,,
510,2024-07-08,9,26,Site,3,7725.16,5685.53,Centro-Oeste,23175.48,17056.59,6118.889999999999,Jul,2024-07-01,9,Produto_9,Acessório,NovaTech,26-35,M,SP,536793.41,22.771958023851298
511,2024-07-09,7,37,Marketplace,2,3482.65,1709.01,Centro-Oeste,6965.3,3418.02,3547.28,Jul,2024-07-01,7,Produto_7,Acessório,DataX,36-45,M,PE,536793.41,22.771958023851298
512,2024-11-07,15,38,Site,3,5092.95,2435.93,Sudeste,15278.849999999999,7307.789999999999,7971.0599999999995,Nov,2024-11-01,15,Produto_15,Notebook,DataX,36-45,M,PR,390819.29,42.07243455152892
513,2024-04-26,11,21,App,3,5836.28,5594.36,Norte,17508.84,16783.079999999998,725.760000000002,Apr,2024-04-01,11,Produto_11,Acessório,TechOne,46-60,F,MG,,
514,2024-05-13,20,40,Marketplace,3,2999.0,2082.33,Nordeste,8997.0,6246.99,2750.01,May,2024-05-01,20,Produto_20,Notebook,SmartHub,18-25,M,SP,,
515,2024-02-27,2,39,Marketplace,1,1263.09,5490.15,Sul,1263.09,5490.15,-4227.0599999999995,Feb,2024-02-01,2,Produto_2,Smartphone,NovaTech,26-35,M,MG,,
516,2024-02-13,15,21,Site,1,1731.99,5887.79,Norte,1731.99,5887.79,-4155.8,Feb,2024-02-01,15,Produto_15,Notebook,DataX,46-60,F,MG,,
517,2024-06-21,14,10,Site,2,2574.81,3997.92,Sudeste,5149.62,7995.84,-2846.2200000000003,Jun,2024-06-01,14,Produto_14,Acessório,SmartHub,18-25,F,SP,242511.4,53.36185845283974
518,2024-06-08,20,38,Site,5,5124.94,4915.99,Centro-Oeste,25624.699999999997,24579.949999999997,1044.75,Jun,2024-06-01,20,Produto_20,Notebook,SmartHub,36-45,M,PR,242511.4,53.36185845283974
519,2024-06-21,11,46,App,5,3246.42,4517.31,Sul,16232.1,22586.550000000003,-6354.450000000003,Jun,2024-06-01,11,Produto_11,Acessório,TechOne,26-35,F,BA,242511.4,53.36185845283974
520,2024-11-12,3,4,App,5,153.84,4221.24,Nordeste,769.2,21106.199999999997,-20336.999999999996,Nov,2024-11-01,3,Produto_3,Acessório,TechOne,26-35,F,SP,390819.29,42.07243455152892
521,2024-10-29,17,45,Site,2,4234.92,1897.03,Norte,8469.84,3794.06,4675.780000000001,Oct,2024-10-01,17,Produto_17,Notebook,NovaTech,26-35,F,RS,,
522,2024-05-28,12,20,Marketplace,5,7379.96,418.0,Norte,36899.8,2090.0,34809.8,May,2024-05-01,12,Produto_12,Acessório,SmartHub,18-25,F,BA,,
523,2024-03-20,15,17,App,5,6515.41,2110.87,Sul,32577.05,10554.349999999999,22022.7,Mar,2024-03-01,15,Produto_15,Notebook,DataX,36-45,M,PR,541782.03,12.319602036265396
524,2024-07-31,16,7,Site,3,6619.17,4028.26,Sudeste,19857.510000000002,12084.78,7772.730000000001,Jul,2024-07-01,16,Produto_16,Smartphone,NovaTech,36-45,F,RJ,536793.41,22.771958023851298
525,2024-07-21,5,4,App,1,6380.96,686.97,Nordeste,6380.96,686.97,5693.99,Jul,2024-07-01,5,Produto_5,Smartphone,NovaTech,26-35,F,SP,536793.41,22.771958023851298
526,2024-09-08,20,29,App,1,2657.47,150.55,Sul,2657.47,150.55,2506.9199999999996,Sep,2024-09-01,20,Produto_20,Notebook,SmartHub,46-60,F,PR,,
527,2024-08-16,6,14,Site,3,6145.03,906.98,Centro-Oeste,18435.09,2720.94,15714.15,Aug,2024-08-01,6,Produto_6,Smartphone,DataX,36-45,M,RS,,
528,2024-06-12,19,3,Site,3,1230.97,4317.16,Nordeste,3692.91,12951.48,-9258.57,Jun,2024-06-01,19,Produto_19,Notebook,NovaTech,36-45,M,MG,242511.4,53.36185845283974
529,2024-08-14,5,24,Marketplace,3,5295.96,5838.94,Norte,15887.880000000001,17516.82,-1628.9399999999987,Aug,2024-08-01,5,Produto_5,Smartphone,NovaTech,26-35,M,MG,,
530,2024-05-26,3,37,App,1,5168.39,5899.74,Sul,5168.39,5899.74,-731.3499999999995,May,2024-05-01,3,Produto_3,Acessório,TechOne,36-45,M,PE,,
531,2024-01-20,1,16,App,5,302.0,3004.36,Norte,1510.0,15021.800000000001,-13511.800000000001,Jan,2024-01-01,1,Produto_1,Acessório,NovaTech,18-25,F,SP,230049.16,71.02088962202687
532,2024-02-16,6,4,App,3,6324.96,5226.57,Norte,18974.88,15679.71,3295.170000000002,Feb,2024-02-01,6,Produto_6,Smartphone,DataX,26-35,F,SP,,
533,2024-08-20,15,24,Site,2,7235.66,4442.01,Norte,14471.32,8884.02,5587.299999999999,Aug,2024-08-01,15,Produto_15,Notebook,DataX,26-35,M,MG,,
534,2024-10-31,2,34,Site,3,2212.58,3046.16,Sudeste,6637.74,9138.48,-2500.74,Oct,2024-10-01,2,Produto_2,Smartphone,NovaTech,46-60,M,RJ,,
535,2024-01-14,3,30,App,4,6517.89,3470.74,Norte,26071.56,13882.96,12188.600000000002,Jan,2024-01-01,3,Produto_3,Acessório,TechOne,46-60,M,PE,230049.16,71.02088962202687
536,2024-05-22,17,18,Site,3,751.01,892.38,Centro-Oeste,2253.0299999999997,2677.14,-424.1100000000001,May,2024-05-01,17,Produto_17,Notebook,NovaTech,26-35,F,PR,,
537,2024-01-01,12,19,Site,1,4839.75,5630.96,Centro-Oeste,4839.75,5630.96,-791.21,Jan,2024-01-01,12,Produto_12,Acessório,SmartHub,46-60,M,PE,230049.16,71.02088962202687
538,2024-02-23,18,31,Marketplace,3,3936.61,2163.42,Nordeste,11809.83,6490.26,5319.57,Feb,2024-02-01,18,Produto_18,Notebook,NovaTech,36-45,F,MG,,
539,2024-09-15,15,19,Marketplace,4,4412.8,2721.2,Norte,17651.2,10884.8,6766.4000000000015,Sep,2024-09-01,15,Produto_15,Notebook,DataX,46-60,M,PE,,
540,2024-05-23,12,49,Marketplace,2,7417.02,4056.23,Norte,14834.04,8112.46,6721.580000000001,May,2024-05-01,12,Produto_12,Acessório,SmartHub,26-35,M,PR,,
541,2024-01-12,16,46,Marketplace,5,6983.39,2056.7,Sul,34916.950000000004,10283.5,24633.450000000004,Jan,2024-01-01,16,Produto_16,Smartphone,NovaTech,26-35,F,BA,230049.16,71.02088962202687
542,2024-11-25,8,19,Site,3,6302.16,1585.21,Sudeste,18906.48,4755.63,14150.849999999999,Nov,2024-11-01,8,Produto_8,Notebook,TechOne,46-60,M,PE,390819.29,42.07243455152892
543,2024-08-11,14,22,Marketplace,4,2262.22,3815.81,Nordeste,9048.88,15263.24,-6214.360000000001,Aug,2024-08-01,14,Produto_14,Acessório,SmartHub,26-35,M,RS,,
544,2024-09-28,17,24,Site,4,7303.37,227.91,Norte,29213.48,911.64,28301.84,Sep,2024-09-01,17,Produto_17,Notebook,NovaTech,26-35,M,MG,,
545,2024-12-23,8,45,Marketplace,2,870.31,4346.69,Sul,1740.62,8693.38,-6952.759999999999,Dec,2024-12-01,8,Produto_8,Notebook,TechOne,26-35,F,RS,,
546,2024-06-04,15,12,Marketplace,1,6841.3,3123.02,Sudeste,6841.3,3123.02,3718.28,Jun,2024-06-01,15,Produto_15,Notebook,DataX,18-25,M,PR,242511.4,53.36185845283974
547,2024-01-08,14,30,Marketplace,3,2692.46,3666.06,Nordeste,8077.38,10998.18,-2920.8,Jan,2024-01-01,14,Produto_14,Acessório,SmartHub,46-60,M,PE,230049.16,71.02088962202687
548,2024-05-01,18,38,Marketplace,4,524.8,3820.73,Nordeste,2099.2,15282.92,-13183.720000000001,May,2024-05-01,18,Produto_18,Notebook,NovaTech,36-45,M,PR,,
549,2024-12-13,20,31,App,2,5387.92,3200.14,Norte,10775.84,6400.28,4375.56,Dec,2024-12-01,20,Produto_20,Notebook,SmartHub,36-45,F,MG,,
550,2024-06-12,7,36,Site,5,1927.11,3528.6,Nordeste,9635.55,17643.0,-8007.450000000001,Jun,2024-06-01,7,Produto_7,Acessório,DataX,46-60,M,PR,242511.4,53.36185845283974
551,2024-03-30,3,19,App,4,2024.21,4128.03,Sul,8096.84,16512.12,-8415.279999999999,Mar,2024-03-01,3,Produto_3,Acessório,TechOne,46-60,M,PE,541782.03,12.319602036265396
552,2024-05-15,12,48,App,2,2517.77,4538.46,Nordeste,5035.54,9076.92,-4041.38,May,2024-05-01,12,Produto_12,Acessório,SmartHub,26-35,M,PR,,
553,2024-07-04,3,45,Site,1,603.11,4386.52,Centro-Oeste,603.11,4386.52,-3783.4100000000003,Jul,2024-07-01,3,Produto_3,Acessório,TechOne,26-35,F,RS,536793.41,22.771958023851298
554,2024-11-11,20,36,App,1,1499.3,5228.13,Sul,1499.3,5228.13,-3728.83,Nov,2024-11-01,20,Produto_20,Notebook,SmartHub,46-60,M,PR,390819.29,42.07243455152892
555,2024-06-26,14,30,Marketplace,4,140.6,1201.51,Sudeste,562.4,4806.04,-4243.64,Jun,2024-06-01,14,Produto_14,Acessório,SmartHub,46-60,M,PE,242511.4,53.36185845283974
556,2024-01-28,15,49,Site,4,3618.74,2454.8,Sudeste,14474.96,9819.2,4655.759999999998,Jan,2024-01-01,15,Produto_15,Notebook,DataX,26-35,M,PR,230049.16,71.02088962202687
557,2024-08-07,14,33,Marketplace,3,765.62,5690.95,Norte,2296.86,17072.85,-14775.989999999998,Aug,2024-08-01,14,Produto_14,Acessório,SmartHub,36-45,F,BA,,
558,2024-12-22,7,18,Marketplace,2,5492.96,2427.82,Norte,10985.92,4855.64,6130.28,Dec,2024-12-01,7,Produto_7,Acessório,DataX,26-35,F,PR,,
559,2024-02-10,17,49,Marketplace,4,1961.42,819.23,Centro-Oeste,7845.68,3276.92,4568.76,Feb,2024-02-01,17,Produto_17,Notebook,NovaTech,26-35,M,PR,,
560,2024-08-15,12,28,Marketplace,3,7554.24,3190.64,Sudeste,22662.72,9571.92,13090.800000000001,Aug,2024-08-01,12,Produto_12,Acessório,SmartHub,26-35,F,BA,,
561,2024-07-10,20,47,App,3,6982.89,728.19,Sudeste,20948.670000000002,2184.57,18764.100000000002,Jul,2024-07-01,20,Produto_20,Notebook,SmartHub,26-35,F,MG,536793.41,22.771958023851298
562,2024-05-24,4,11,Marketplace,4,2386.58,1280.89,Sudeste,9546.32,5123.56,4422.759999999999,May,2024-05-01,4,Produto_4,Acessório,TechOne,36-45,F,RS,,
563,2024-07-19,9,45,Marketplace,1,6287.4,5990.05,Sudeste,6287.4,5990.05,297.34999999999945,Jul,2024-07-01,9,Produto_9,Acessório,NovaTech,26-35,F,RS,536793.41,22.771958023851298
564,2024-07-30,6,33,Site,2,6445.63,3284.87,Nordeste,12891.26,6569.74,6321.52,Jul,2024-07-01,6,Produto_6,Smartphone,DataX,36-45,F,BA,536793.41,22.771958023851298
565,2024-08-07,16,17,App,2,7893.85,1761.63,Sul,15787.7,3523.26,12264.44,Aug,2024-08-01,16,Produto_16,Smartphone,NovaTech,36-45,M,PR,,
566,2024-08-27,2,6,Marketplace,1,4822.94,5969.07,Sul,4822.94,5969.07,-1146.13,Aug,2024-08-01,2,Produto_2,Smartphone,NovaTech,46-60,F,BA,,
567,2024-02-15,8,4,Site,4,747.53,5802.03,Centro-Oeste,2990.12,23208.12,-20218.0,Feb,2024-02-01,8,Produto_8,Notebook,TechOne,26-35,F,SP,,
568,2024-02-04,11,20,App,2,5210.01,2689.18,Nordeste,10420.02,5378.36,5041.660000000001,Feb,2024-02-01,11,Produto_11,Acessório,TechOne,18-25,F,BA,,
569,2024-09-09,13,48,App,4,5037.34,1621.59,Sudeste,20149.36,6486.36,13663.0,Sep,2024-09-01,13,Produto_13,Smartphone,SmartHub,26-35,M,PR,,
570,2024-03-22,17,47,Site,4,5142.97,5043.33,Sudeste,20571.88,20173.32,398.5600000000013,Mar,2024-03-01,17,Produto_17,Notebook,NovaTech,26-35,F,MG,541782.03,12.319602036265396
